name,chinese_name,status_type,year_born,gender,native_city,native_province,bio,photo_link,photo_name,last_position_held,chinese_position,organization,chinese_organization,corruption_location,sentencing_status,investigated_date,investigated_link,investigated_ccdi,investigated_quote,expelled_date,expelled_link,expelled_ccdi,expelled_quote,sentenced_date,sentenced_link,sentenced_ccdi,sentence_details,sentenced_quote,total_yuan_corrupted,sector,sector_two,sector_three,family_connections,city_connections,province_connections,national_connections,other_connections,dead_date,dead_link,dead_details,which_tiger,previous_positions,naked_official
Shu Gang,舒刚,Fly,1963,Male,Shuangliu,Sichuan,,http://baike.baidu.com/subview/2873840/6863764.htm,,"Deputy Director, Director","副主任, 局长","Chengdu City Development and Reform Commission, Chengdu City Grain Administration","成都市发改委副主任, 粮食局",Sichuan,Expelled,9/19/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117486.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117486.html,,9/19/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117486.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117486.html,,,,,,,,,,,,,,,,,,,,,
Wang Jiaqian,王家黔,Fly,1964,Male,Zunyi,Guizhou,,http://baike.baidu.com/view/7166909.htm,,"Standing Committee Member, Secretary, Bureau Chief","常委, 书记, 局长","Qiandongnan Prefectural Party Committee, Politics and Law Committees of Qiandongnan People, Public Security Bureau of Qiandongnan","贵州省黔东南州委, 政法委, 公安局",Guizhou,Sentenced,9/19/2014,https://twitter.com/wangxiangweihk/status/512872144636608512,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116506.html,,,,,,10/10/2015,http://fanfu.people.com.cn/n/2015/1010/c64371-27680653.html ,http://www.ccdi.gov.cn/jdbg/chyjs/201511/t20151105_156089.html,11 years imprisonment,,"4,380,000",Law,Public Security,,,,,,,,,,,,
Qin Yuhai,秦玉海,Tiger,1953,Male,Tailai,Heilongjiang,,http://gbzl.people.com.cn/grzy.php?id=121001109,Qin-Yuhai.jpg,"Standing Committee Vice Chairman, Standing Committee Party Secretary","党组书记, 副主任",Henan Provincial People's Congress,河南省人大常委会,Henan,Sentenced,9/21/2014,http://www.scmp.com/news/china/article/1597700/qin-yuhai-top-henan-official-held-graft-watchdog-says,http://www.ccdi.gov.cn/scdc/zggb/zjsc/201607/t20160704_115842.html,,2/13/2015,http://www.shanghaidaily.com/national/flies-and-tigers/Deputy-head-of-provincial-legislature-expelled-from-Party-office/shdaily.shtml,http://www.ccdi.gov.cn/scdc/zggb/djcf/201607/t20160704_115971.html,"Qin impropriated public property; accepted bribes, cash and gifts; squandered public money; abusing his power in promotion of officials and business operations in exchange for huge amounts of bribes...also found to have committed adultery.",11/28/2016,http://www.xinhuanet.com/2016-11/28/c_1120007261.htm,http://www.ccdi.gov.cn/yaowen/201611/t20161128_144652.html,"13 years imprisonment, 2 million RMB fine",,"20,861,702",,,,,,,,,,,,Qin Yuhai,,
Yu Zhongping,于忠平,Fly,1956,Male,Taihe,Anhui,,http://baike.baidu.com/view/8087984.htm,,Vice Chairman,副主任,Standing Committee of the Meishan People's Congress,眉山市人大常委会,Sichuan,Sentenced,9/22/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116507.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116507.html,,10/30/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117678.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117678.html,,11/18/2016,http://wenshu.court.gov.cn/content/content?DocID=6f3b0798-7d8e-4383-a894-a8340094c511,,"On August 4, 2016, Yu Zhongping was sentenced to 11 years in prison and fined 1 million RMB. Yu appealled and his sentence (November 18, 2016) was reduced to 10 years and 6 months in prison and a fine of 1 million RMB.",,,,,,,,,,,,,,,,
Zhang Mingjie,张明杰,Fly,1956,Female,Tieling,Liaoning,"Mother of Vancouver mayor's girlfriend, pop singer Qu Wanting. Qu Wanting and Vancover mayor now reported to be seperated.",http://www.cbc.ca/news/canada/british-columbia/mother-of-vancouver-mayor-gregor-robertson-s-girlfriend-wanting-qu-faces-execution-1.3696400,Zhang-Mingjie.jpg,Deputy Director,副主任,Harbing City Development and Reform Commission,哈尔滨发改委,Heilongjiang,Expelled,9/22/2014,http://www.thepaper.cn/newsDetail_forward_1501759,,,4/1/2015,http://www.cbc.ca/news/canada/british-columbia/mother-of-vancouver-mayor-gregor-robertson-s-girlfriend-wanting-qu-faces-execution-1.3696400,,,,,,,,,,,,,,,,,,,,,,
Zhu Taizhong,朱太中,Fly,,Male,,,,http://baike.baidu.com/item/%E6%9C%B1%E5%A4%AA%E4%B8%AD,,Deputy Inspector,副巡视员,Industry and Information Technology Office of Tibet Autonomous Region,西藏自治区工业和信息化厅,Tibet,Expelled,9/23/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116508.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116508.html,,1/20/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117545.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117545.html,,,,,,,,,,,,,,,,,,,,,
Huang Yutian,黄羽天,Fly,1954,Male,,Jiangsu,,http://baike.baidu.com/item/%E9%BB%84%E7%BE%BD%E5%A4%A9,Huang-Yutian.jpg,Party Secretary,"党工委书记, 副主任",Party Working Committee of Lhasa,西藏自治区拉萨市经济技术开发区管委会,Tibet,Expelled,9/24/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116510.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116510.html,,6/26/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117620.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117620.html,,,,,,,,,Adultery,,,,,,,,,,,,
Shen Nianping,沈念平,Fly,1963,Male,,,,http://baike.baidu.com/view/9441551.htm,,Director,"主任, 分党组书记",Liaoning International Engineering Consultation Group,辽宁省国际工程咨询中心,Liaoning,Investigated,9/24/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116511.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116511.html,,,,,,,,,,,,,,,,,,,,,,,,,
Deng Quanzhong,邓全忠,Fly,1962,Male,Mianyang,Sichuan,,http://baike.baidu.com/view/1331520.htm,Deng-Quanzhong.jpg,"Deputy Party Secretary,Mayor","副书记, 市长",Ziyang City Party Committee,资阳市委,Sichuan,Sentenced,9/24/2014,http://wo.chinadaily.com.cn/view.php?mid=127351&cid=81&isid=1742,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116509.html,,,,,,12/30/2016,http://www.chinanews.com/sh/2016/12-30/8109930.shtml,,Life imprisonment,,"71,244,975",,,,,,,,,,,,,,
Zheng Xiaoyong,郑孝雍,Fly,1953,Male,Bijie,Guizhou,,http://baike.baidu.com/view/2641921.htm,,Former President,原院长,Civil Aviation Flight University of China,中国民航飞行学院,Sichuan,Investigated,1/5/2015,http://www.china.org.cn/china/2015-01/06/content_34487176.htm,http://www.ccdi.gov.cn/scdc/zyyj/zjsc/201607/t20160704_116098.html,,,,,,,,,,,,,Education,Transportation,,,,,,,,,,,
Yin Xiping,尹喜平,Fly,1968,Male,Xing,Shanxi,,http://baike.baidu.com/view/8025990.htm,,"Party Secretary, Chief","党委原书记, 局长","Shanxi Provincial Public Security Department,Transportation Management Bureau",山西省公安厅交通管理局,Shanxi,Sentenced,9/25/2014,http://mil.chinanews.com/gn/2014/10-10/6660553.shtml,http://mil.chinanews.com/gn/2014/10-10/6660553.shtml,,12/3/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117690.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117690.html,The Paper reports this official was sentenced.,2/23/2017,http://www.thepaper.cn/newsDetail_forward_1625336,http://news.youth.cn/sh/201702/t20170223_9162370.htm,"1 year and 8 months imprisonment, 100,000 RMB fine",,,Law,Public Security,,,,,,,,,,,,
Yang Xin,杨信,Fly,1950,Male,Suihua,Heilongjiang,,http://baike.baidu.com/subview/622276/9457661.htm,,Former Party Secretary,"原书记,原主任",Qiqihar City,"齐齐哈尔市委, 市人大常委会",Heilongjiang,Expelled,9/25/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116516.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116516.html,,11/16/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117681.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117681.html,,,,,,,,,,,,,,,,,,,,,
Qin Jianxiao,秦建孝,Fly,1962,Male,,,,http://baike.baidu.com/view/3326147.htm,,Party Secretary,县委书记,Zezhou County of Jincheng City,山西省晋城市泽州县委,Shanxi,Expelled,9/25/2014,http://www.china.org.cn/china/Off_the_Wire/2014-11/26/content_34160236.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116512.html,,11/26/2014,http://www.china.org.cn/china/Off_the_Wire/2014-11/26/content_34160236.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117513.html,,,,,,,,,,,,,,,,,,,,,
Wang Min(1),王民(1),Fly,1955,Male,Puxian,Shanxi,,http://baike.baidu.com/subview/787876/9250661.htm,Wang-Min-1.jpg,"Standing Committee Member, Secretary","常委, 纪委书记","Yangquan City Party Committee, Discipline Inspection Commission of Yangyuan City Government",山西省阳泉市委常委,Shanxi,Expelled,9/25/2014,http://www.straitstimes.com/asia/east-asia/china-official-who-backed-graft-clampdown-faces-corruption-inquiry-himself,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116514.html,,11/26/2014,http://www.straitstimes.com/asia/east-asia/china-official-who-backed-graft-clampdown-faces-corruption-inquiry-himself,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117515.html,,,,,,,,,,,,,,,,,,,,,
Miao Yongqing,苗永清,Fly,1955,Male,Weixian,Hebei,,http://baike.baidu.com/view/1344093.htm,,Bureau chief,局长,Henan Provincial Grain Administration,河南省粮食局,Henan,Investigated,9/25/2014,http://www.globaltimes.cn/content/906722.shtml,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116515.html,,,,,,,,,,,,,,,,,,,,,,,,,
Wang Shuxin,王树新,Fly,1954,Male,,,,http://baike.baidu.com/subview/26354/7445704.htm,,"Deputy Mayor, Standing Committee Member","常委, 常务副市长",Jincheng City Party Committee,山西省晋城市委,Shanxi,Investigated,9/25/2014,http://m.chinadaily.com.cn/en/2014-12/02/content_19012660.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116513.html,,,,,,,,,,,,,,,,,,,,,,,,,
Yan Gangping,阎刚平,Fly,1964,Male,Liulin,Shanxi,,http://baike.baidu.com/view/4789974.htm,,"Standing Committee Member, Secretary","常委, 区委书记","Lüliang City Party Committee, Lishi District Party Committee","吕梁市原市委, 离石区",Shanxi,Expelled,9/25/2014,http://www.bjnews.com.cn/news/2014/09/26/335491.html,,,12/26/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117531.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117531.html,,,,,,,,,,,,,Chen Chuanping,,,,,,,,
Zhang Hong,张鸿,Fly,1967,Male,Qingzhou,Guangxi,,http://baike.baidu.com/subview/307186/10585155.htm,,Deputy Mayor,副市长,Qingzhou City,广西钦州市,Guangxi,Sentenced,9/26/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116517.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116517.html,,12/1/2014,http://politics.people.com.cn/n/2014/1201/c1001-26127978.html,http://politics.people.com.cn/n/2014/1201/c1001-26127978.html,,12/7/2016,http://wenshu.court.gov.cn/content/content?DocID=ab092c9c-2586-49b1-a7cf-0a0705e500da,,"6 years imprisonment, 700,000 RMB fine",,"2,160,000",,,,,,,,,,,,,,
Ding Fengyun,丁凤云,Fly,1957,Female,Rushan,Shandong,,http://baike.baidu.com/subview/723051/11218613.htm,Ding-Fengyun.jpg,Party Secretary,党委书记,Party Commission of Linyi University,临沂大学党委,Shandong,Sentenced,9/28/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116518.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116518.html,,11/4/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117506.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117506.html,,7/6/2017,http://www.chinanews.com/sh/2017/07-06/8270621.shtml,, ,,,,,,,,,,,,,,,,
Han Jianpeng,韩建鹏,Fly,1972,Male,,Hebei,"Included in the Operation Skynet round-up, believed to be in Australia.",http://e.hiphotos.baidu.com/baike/w%3D268/sign=73a43bce7c310a55c424d9f28f444387/1e30e924b899a901c89afa0b18950a7b0208f564.jpg,,Legal Representative,法定代表人,"Yuhai Wenhui Investment Co., Ltd.",河北宇海文汇投资有限公司    ,Hebei,Expelled,9/29/2014,http://www.mps.gov.cn/n2256936/n4904359/n4904360/c4915278/content.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,2/1/2016,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201705/t20170511_99033.html,http://www.ccdi.gov.cn/special/ztzz/ztzzjxs_ztzz/201705/t20170511_99033.html,,,,,,,,,Finance,Sky Net,,,,,,,,,,,
Lin Cunde,林存德,Fly,,Male,,,,http://www.baike.com/wiki/%E6%9E%97%E5%AD%98%E5%BE%B7,,Deputy Deparment Head,副部长,Guangdong Provincial Party Committee Organization Department,广东省委组织部,Guangdong,Sentenced,9/29/2014,http://www.scmp.com/news/china/article/1616989/two-guangdong-officials-tied-wan-qingliang-under-investigation,http://news.xinhuanet.com/legal/2015-01/20/c_127404300.htm,,,,,,10/21/2016,http://news.xinhuanet.com/legal/2016-10/21/c_1119765650.htm,,Life imprisonment,,"24,000,000",,,,,,,,,,,,,,
Ouyang Zhihong,欧阳志鸿,Fly,1960,Male,Shunde,Guangdong,,http://baike.baidu.com/view/1860132.htm,,Bureau chief,局长,Guangdong Bureau of Geology,广东省地质局,Guangdong,Sentenced,9/30/2014,http://globaltimes.cn/content/915315.shtml,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116519.html,,4/3/2015,http://globaltimes.cn/content/915315.shtml,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117576.html,,8/21/2017,http://gd.people.com.cn/n2/2017/0822/c123932-30637137.html,,"12 years imprisonment, 2 million RMB fine",,"5,950,000",,,,,,,,,,,,,,
Yuan Shijun,苑世军,Tiger,1949,Male,Xingtai,Hebei,,http://baike.baidu.com/view/1004425.htm,Yuan-Shijun.jpg,"Major General, Former commanding officer","少将, 原司令员",Hubei Military Region,湖北省军区,Hubei,Expelled,10/1/2014,http://www.scmp.com/news/china/article/1727988/peoples-liberation-army-confirms-graft-investigations-14-officials,http://www.thepaper.cn/newsDetail_forward_1307060,,2/1/2015,http://new.qq.com/cmsn/20150302/20150302055398,http://www.thepaper.cn/newsDetail_forward_1307060,,,,,,,,Military,,,,,,,,,,,Yuan Shijun,,
Huang Deyi,黄德意,Fly,1964,Male,Du'an,Guangxi,,http://baike.baidu.com/view/5026391.htm,Huang-Deyi.jpg,Deputy Mayor,副市长,Hechi City People's Government,广西河池市,Guangxi,Sentenced,10/8/2014,http://www.chinadaily.com.cn/m/guangxi/hechi/2015-02/06/content_19511736.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116520.html,,12/1/2014,http://district.ce.cn/newarea/sddy/201412/01/t20141201_4021145.shtml,,,5/30/2016,http://news.xinhuanet.com/local/2016-05/30/c_1118957670.htm,,"10 years and 6 months imprisonment, 500,000 RMB fine",total yuan corrupted -- not including 3kg of gold received as a bribe,"4,236,000",,,,,,,,,,,,,,
Liu Wanqing,刘万青,Fly,1963,Female,Laiyuan,Hebei,,http://baike.baidu.com/subview/3965828/11893941.htm,Liu-Wanqing.jpg,Deputy Director,"副厅长, 党组副书记",Heibei Department of Civil Affairs,河北省民政厅,Hebei,Expelled,10/10/2014,http://usa.chinadaily.com.cn/china/2015-03/03/content_19708092.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116522.html,,12/1/2015,http://usa.chinadaily.com.cn/china/2015-03/03/content_19708092.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117689.html,,,,,,,,,,,,,,,,,,,,,
Yan Wenqing,严文清,Fly,1959,Male,Gong'an,Hubei,,http://baike.baidu.com/view/814813.htm,,Former Party Secretary,原党委书记,Hubei University of Education,湖北第二师范学院,Hubei,Expelled,10/10/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116521.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116521.html,,4/28/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117594.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117594.html,,,,,,,,,Education,Adultery,,,,,,,,,,,
Zeng Ziheng,曾子恒,Fly,1971,Male,,Henan,"Included in the Operation Skynet round-up, believed to be in Canada.",http://c.hiphotos.baidu.com/baike/w%3D268/sign=81bbfb2f4a4a20a4311e3bc1a8539847/d439b6003af33a872bfda327c35c10385343b57f.jpg,,Deputy Chief Engineer,副总工程师  ,Henan Provincial Transportation Infrastructure Inspection Station,河南省交通基本建设质量检测监督站      ,Henan,Investigated,10/10/2014,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,https://web.archive.org/web/20170128204016/http://www.ccdi.gov.cn/xwtt/201504/t20150422_55183.html,,6/8/2016,http://www.rcinet.ca/zh/2016/06/08/56214/,http://www.ccdi.gov.cn/gzdt/gjhz/201606/t20160608_153556.html,,,,,,,,,Transportation,Sky Net,,,,,,,,,,,
He Jiacheng,何家成,Tiger,1956,Male,Nanjing,Jiangsu,,http://gbzl.people.com.cn/grzy.php?id=121001643,He-Jiacheng.jpg,Executive Vice President,常务副院长,Chinese Academy of Governance,国家行政学院,Beijing,Sentenced,10/11/2014,http://www.scmp.com/news/china/policies-politics/article/1792724/tycoon-son-former-senior-jiangsu-official-linked-group,http://www.ccdi.gov.cn/scdc/zggb/zjsc/201607/t20160704_115844.html,,11/11/2015,http://www.scmp.com/news/china/policies-politics/article/1792724/tycoon-son-former-senior-jiangsu-official-linked-group,http://www.ccdi.gov.cn/scdc/zggb/djcf/201607/t20160704_116010.html,,2/28/2017,http://www.xinhuanet.com/legal/2017-02/28/c_1120544335.htm,http://www.ccdi.gov.cn/yaowen/201702/t20170228_145926.html,"9 years imprisonment, 700,000 RMB fine",,"107,071",,,,,Zhao Shaolin,,,,,,,He Jiacheng,,
Zhao Shaolin,赵少麟,Tiger,1946,Male,Yuanping,Shanxi,"His son Zhao Jin, a real estate developer, benefitted from his father's corrupt activities in the government.",http://baike.baidu.com/view/2284741.htm,Zhao-Shaolin.jpg,"Standing Committee Member, Party Secretary General","常委, 秘书长",Jiangsu Provincial Party Committee,江苏省委原常委,Jiangsu,Sentenced,10/11/2014,http://english.caixin.com/2014-10-13/100737900.html,http://www.ccdi.gov.cn/scdc/zggb/zjsc/201607/t20160704_115843.html,,8/14/2015,http://www.scmp.com/news/china/policies-politics/article/1849654/chinese-vice-president-li-yuanchaos-former-aide-sacked,http://www.ccdi.gov.cn/scdc/zggb/djcf/201607/t20160704_115997.html," ""Formed cliques and factions within the party"" made public remarks against the party's campaign to increase scrutiny on cadres' discipline, according to the CCDI.",5/19/2017,http://www.chinadaily.com.cn/china/2017-05/19/content_29415230.htm,http://www.ccdi.gov.cn/yaowen/201705/t20170518_147325.html,"4 years imprisonment, 15 million RMB fine",,,,,,Zhao Jin,"Shen Donghai,He Jiacheng,Feng Yajun,Li Qiang,Wang Min(1),Wu Changshun",,,,,,,Zhao Shaolin,,
Liu Junlin,刘俊林,Fly,1961,Male,Chengdu,Sichuan,,http://baike.baidu.com/subview/122366/12238069.htm,Liu-Junlin.jpg,Assistant Mayor,市长助理,Chengdu City People's Government,成都市,Sichuan,Expelled,10/14/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116523.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116523.html,,1/30/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117549.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117549.html,,,,,,,,,,,,,,,,,,,,,
Feng Lixiang,丰立祥,Fly,1957,Male,Shanyin,Shanxi,,http://politics.people.com.cn/n/2015/0807/c1001-27428907.html,Feng-Lixiang.jpg,Party Secretary,原书记,Party Committee of Datong City,山西省大同市委,Shanxi,Expelled,10/15/2014,http://usa.chinadaily.com.cn/epaper/2014-12/12/content_19075053.htm,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116524.html,,8/7/2015,http://usa.chinadaily.com.cn/epaper/2014-12/12/content_19075053.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117636.html,,7/12/2017,http://www.thepaper.cn/newsDetail_forward_1731313,http://cnews.chinadaily.com.cn/2017-07/14/content_30117437.htm,The Paper reported that this official was sentenced.,,,,Shanxi Group,,,,,,,,,,,,
Liu Baojun,刘宝钧,Fly,1954,Male,,,,http://www.nmg.xinhuanet.com/xwzx/2014-10/16/c_1112857600.htm,Liu-Baojun.jpg,Former Discipline Inspection Supervisor,原组长,Inner Mongolia Department of Communications,内蒙古区交通厅纪检组,Inner Mongolia,Investigated,10/16/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116525.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116525.html,,,,,,,,,,,,,,,,,,,,,,,,,
Lü Jichen,吕继臣,Fly,,Male,,,,http://baike.baidu.com/view/10801715.htm#reference-[2]-11058566-wrap,,Deputy Director,副院长,East Liaoning College,辽东学院,Liaoning,Expelled,10/17/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116528.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116528.html,,2/9/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117556.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117556.html,,,,,,,,,Education,,,,,,,,,,,,
Gao Xuewen,高学文,Fly,1956,Male,,,,http://baike.baidu.com/pic/%E9%AB%98%E5%AD%A6%E6%96%87/73168/0/d62a6059252dd42af77b46f3023b5bb5c9eab87c?fr=lemma&ct=single#aid=0&pic=d62a6059252dd42af77b46f3023b5bb5c9eab87c,Gao-Xuewen.jpg,Director,厅长,Heilongjiang Provincial Department of Transportation,黑龙江省交通运输厅厅长,Heilongjiang,Expelled,10/17/2014,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116526.html,http://www.ccdi.gov.cn/scdc/sggb/zjsc/201607/t20160704_116526.html,,4/16/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117588.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117588.html,,,,,,,,,,,,,,,,,,,,,
